embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
6067371003,63,17409064386,205304290,34,214619983,84661650,35,167792452,109534012,36,158306492,44000000,44,260189210
11548482888,132,29517251596,70671082,22,70671082,77960569,60,215351164,122981056,61,243951268,82000000,82,448929814
9663296911,109,20978003036,54877788,8,54877788,75113528,57,173295416,106626350,58,164402357,98000000,98,465945730
17643130899,328,74841588481,214004469,36,231019978,79942523,67,204064970,127224862,109,400605422,189515154,237,1222230676
17153435840,300,62195429739,70807648,30,70807648,73804610,74,207966150,122309246,121,384626210,188703651,240,1054390569
17337410790,325,67237312071,87579247,14,87579247,70524024,64,172585848,120014326,112,331170050,183893136,243,904607588
17604488883,285,54916295598,190202674,30,191766007,77244639,64,202113446,123561383,110,317621818,181851818,230,725433882
16859350841,278,47714521119,84157756,19,84157756,74770175,70,226009675,112055709,109,295734360,181253912,220,603808391
15639083225,227,32292806931,96999809,15,96999809,75315044,60,184705718,105435315,84,203469262,169759093,196,425029100
14038020544,188,25730080758,188783437,29,189159516,76459816,68,220498089,109766772,68,197562649,130878389,156,299141735
16870065751,273,56963339291,97139598,17,97139598,79194560,70,228217761,123080132,106,390653938,170531411,191,686988977
17395646349,287,59703725950,174065278,27,174065278,76152054,72,211123644,124709044,115,406552968,158681099,179,692155093
16900211634,273,51461530249,112626020,17,112626020,77851565,69,198156080,121872999,117,368347304,165773053,169,712647799
17073167019,329,63436253644,177433057,27,177433057,72573917,71,180792319,125972573,110,329908350,184487388,243,1031724582
16617577707,268,46363086625,54651190,8,54651190,63473487,55,125705062,107345826,96,213665380,184015505,234,841516877
17405675700,321,61235796584,216752710,36,236572734,73228282,61,177303557,113891045,97,281884896,180653643,233,754889201
17088427638,299,52840179018,67089726,34,68373608,79985599,62,227472967,123371845,104,307884706,176168437,223,635539760
16474750704,296,52168219118,66805913,12,66805913,77396605,78,264641726,114719377,110,295187421,175913892,217,611797023
16196668410,223,35319988861,7097506,1,7097506,74917201,64,190956702,106298962,78,187807565,154505538,181,431340929
13976247727,186,24891506921,216192534,36,236189513,77634816,68,204998307,96356813,63,143731365,120019853,137,342154233
17800411938,301,65350551331,70288775,31,71404183,72991849,71,215351284,125073074,96,374819450,177778189,216,910847271
17251889750,331,67777407656,86865029,15,86865029,77979133,64,194349021,123679774,120,422257569,180667235,222,933036352
17414167389,309,60138241521,188921643,29,189537032,78251804,71,221566272,126560872,112,362646281,182506574,218,905597303
16746175354,294,51773960969,95875961,19,95875961,74915925,69,213100202,122736893,115,339578603,187143865,217,793144637
16855106416,290,50831472746,159365802,25,159365802,74389258,69,202558535,119895770,112,316602330,183890878,228,713484079
16465802440,244,38782312363,124510994,19,124510994,72743475,68,189981536,119957771,108,294391299,173282489,212,540344477
15307606652,217,29827974728,153291393,24,153291393,74670686,67,187498152,110137336,94,244296731,159383621,184,433415549
16340251173,254,47890300392,128774274,20,128774274,74161398,67,201443011,119629569,102,319505812,161311667,191,582095213
17020363208,279,57216654681,153797411,24,153797411,77251910,66,214369941,121479832,110,338697066,170664293,186,694989918
17174055345,287,56157953562,127601966,20,127601966,77059826,73,224167565,115961324,113,328971733,177218956,195,762278808
16837447124,281,50539781348,155327960,24,155327960,75340154,70,207738369,117247772,109,300198987,183784816,200,753105865
17055541704,281,52093367876,134061370,20,134061370,79361717,69,210060535,122754848,108,274491020,178448860,219,744249897
15946657961,228,36164197143,22879570,4,22879570,67239935,56,142568392,102401290,84,157576648,175105526,194,572899027
16371878162,263,46430569205,221252413,40,261576568,78840271,62,211180729,116745534,88,278919395,175867650,191,593937928
17379712656,312,61701880868,63709144,38,66124904,75988700,75,235374259,118351971,108,362215474,176516934,208,718757100
17172435275,337,64441230112,37481731,9,37481731,73971411,69,185682623,124599162,106,359811734,175503208,216,774874830
17116133651,319,60899040525,209258346,34,221574245,70496434,69,187286549,124421197,117,354036338,177187085,215,769396657
16807866599,323,57740720531,74317177,28,74317177,78675867,62,172653950,120021471,114,309015698,178104185,212,741278144
17035888424,301,49125622394,106352335,16,106352335,76524292,72,201258042,114603503,110,305034676,179823571,211,701201134
16379438780,276,42891879096,184130755,28,184130755,68972927,67,184772200,119887323,99,300471125,176679677,200,606857926
15992896107,249,38486580449,106573263,16,106573263,75295689,62,197962136,120846247,108,337863144,170601056,188,528435411
15982529509,277,49285133536,182577171,28,182577171,77365832,71,209175955,119126215,111,353113644,173514952,191,619699512
16060928656,232,41877359275,100219059,16,100219059,76211570,71,188619327,124189076,106,323518679,142684391,162,495541050
16948247177,271,52783024352,181943331,28,181943331,72512813,67,168143342,118866997,116,309578403,165387700,179,682369463
17111312334,272,53185537791,96541954,16,96541954,69959759,64,170769115,109684070,103,282707489,179129190,188,702376751
16663317638,251,42907235073,186119847,28,186134758,74317376,65,180641602,114431990,82,255093906,163374827,180,577462382
15125417105,199,30056397859,107486458,17,107486458,68494827,56,135910373,115750578,78,239009353,143336323,153,432365200
14752610029,187,31203034947,183052680,27,183052680,78406991,61,210483749,120067895,96,306881414,150906846,167,479600406
15256091234,195,36656786566,108969854,17,108969854,73626236,71,229238300,125258571,113,360642542,145901804,169,525373952
17330781208,301,67729066384,179344179,27,179344179,77422797,68,210069808,116421423,111,321077721,176335743,190,742165193
17331720020,285,60141722348,112023778,17,112023778,75323311,72,218937541,120809656,104,321166788,175625492,187,679339503
17629251045,289,55836672799,182199729,27,182199729,77499379,69,196265662,119008030,113,328768450,177426032,191,678720388
16882986102,260,42680633734,105623327,17,105623327,72734098,72,193781484,114395640,106,292305572,172764544,184,596553131
16728297200,281,46198443131,177640471,27,177640471,73908839,61,185498140,117652329,103,322856711,178850232,193,633631564
15154887934,232,34447768383,113608949,17,113608949,80065642,64,224339510,118105514,97,297231443,154099045,172,488523716
15046467155,200,32994706050,182882054,27,182882054,79524867,74,218398147,126209828,105,351083907,139997265,163,496902803
11382706930,144,21409574846,111540617,17,111540617,74585970,72,186947519,113081758,93,258047908,121369582,130,412836206
17445649602,331,71838836965,174719862,27,174719862,73609028,65,172774279,119108031,107,332213593,181546977,220,979720301
17648895529,339,69500814540,104944569,17,104944569,75172658,65,178851270,119779440,107,331928293,183889421,232,992925565
17147001533,317,59708990307,181243279,27,181243279,73159903,67,181501618,125936616,109,336307352,183014413,224,859776038
17444142562,309,57227242061,104596411,17,104596411,72894617,66,194107087,118583347,118,335834799,179807596,226,773212353
17418440283,342,60499426561,181109260,27,181109260,76042651,67,221414827,112029079,103,292348105,181801568,227,718176864
16716925440,325,54742610675,108557211,17,108557211,79053609,70,227110178,122424208,105,346770726,177912554,226,666805395
16621084406,285,47644392814,168802481,27,168802481,76813802,74,218254105,114749056,114,351673174,173177248,213,558544541
16987375191,307,53198231729,107358099,17,107358099,74525396,69,193722335,123296836,106,336151819,169936177,207,575423458
16024703542,266,43142450204,175349524,27,175349524,75021207,67,187364231,121858101,115,339609128,157894580,184,531232593
16567415840,250,41623445723,103347870,17,103347870,72485925,67,194245405,118053779,109,297553031,139666337,161,545607839
14405083999,197,28491521446,154703861,23,154703861,71880263,55,155458825,110598362,86,205203482,116633015,123,410648263
13394368997,171,26790073527,135882546,21,135882546,76070574,66,216982354,117872643,94,263118492,147681874,156,547032396
9550175400,118,17764999401,151523407,23,151523407,77834076,64,204353179,108030445,91,258403378,137723239,145,458281040
17259995391,257,54546655581,134788352,21,134788352,75714462,69,205666837,123869190,99,349890587,173967664,195,741171559
17194441365,340,70885001522,149871288,23,149871288,76676446,67,201342688,124374942,116,387619420,182695249,220,878485486
17235383483,314,60649377468,134977710,20,134977710,77799011,68,191634829,123220273,115,353360512,177788109,216,790448037
17183831671,298,56107143007,143806351,23,143806351,74756810,72,206848955,120334254,117,321166398,181150711,217,767433131
17433452908,324,61065260783,140973167,21,140973167,70622682,69,196394681,108297510,107,282003296,180232389,218,715836837
16795221780,302,52155303016,153765414,23,153765414,73059043,65,196052958,116562466,99,305506603,178814034,213,647887763
17022923663,294,49211176410,141086750,21,141086750,74707045,66,224729873,120522685,110,364227193,171762043,203,612645192
16087723472,272,42807978374,147233396,23,147233396,80175355,70,241288350,122213361,113,372993250,175805769,192,601638079
16771880411,292,54329195697,131625249,21,131625249,78584519,73,224277551,119805750,115,338082566,169898848,207,715411530
16456983536,261,47513501146,152656920,23,152656920,77670961,72,200909499,114410888,111,316211187,167838230,185,642977699
15441340617,222,36242284937,140707318,21,140707318,70788496,70,170156686,115949084,93,234148028,158159365,171,552716086
17305215209,267,51992831781,156563969,23,156563969,70678429,65,171133915,115837441,109,319002690,176020337,204,729966631
16931728016,343,66430798040,138619122,21,138619122,75792741,61,178564725,116845659,102,304550465,178572881,222,825742926
17181269881,297,55282556779,152049954,23,152049954,74202212,69,217106485,119543392,108,324202389,178155210,213,749854792
16536312178,291,53822973625,139508423,21,139508423,74746487,69,199115035,118030812,106,315090831,178874878,205,681692364
16342193170,256,45930934329,137453100,22,137453100,74524387,67,193881226,119357586,106,335531888,174960104,195,582764121
17496354467,320,62325427634,145123301,22,145123301,75635349,69,205560337,121028468,113,352477634,176865763,215,680568733
17208212597,328,63177407768,149448516,22,149448516,76848527,67,188704212,117804968,110,328254327,174159817,215,672807812
16503821788,289,50893702396,141292378,22,141292378,71121840,69,208106304,123185014,103,303055779,171745430,193,569538164
15953611119,231,38167858381,147139160,22,147139160,77993529,63,205395994,112946693,98,268934655,147263601,164,452616218
16913695058,266,50873069245,143418306,22,143418306,77647142,73,220776777,119510501,105,316243001,167594516,185,614992291
16929834262,280,52755486629,136611505,21,136611505,75269664,72,193510387,116148220,105,335695070,167080941,183,666513522
16113867675,245,42910605539,146193348,23,146193348,73852628,68,160910727,120627605,107,340169760,157580831,166,593859054
17338588289,282,56577705576,222672428,44,293168527,70747666,59,180695864,119226787,106,342435245,174507416,204,792499206
17083866037,303,57578391139,70496099,44,70496099,74416897,67,228708479,118651810,113,353587485,181680078,209,818947599
